"Month"	"Temperature"	"Year"	"nMonth"	"Date"	"Time"
"2046"	"Jun"	14.3	1919	6	"1919-06-15"	-18.463
"2403"	"Jul"	13.9	1919	7	"1919-07-15"	-18.433
"2760"	"Aug"	15.7	1919	8	"1919-08-15"	-18.402
"3117"	"Sep"	12.7	1919	9	"1919-09-15"	-18.371
"3831"	"Nov"	3.3	1919	11	"1919-11-15"	-18.31
"262"	"Jan"	5.2	1920	1	"1920-01-15"	-18.249
"619"	"Feb"	6	1920	2	"1920-02-15"	-18.218
"1333"	"Apr"	8.2	1920	4	"1920-04-15"	-18.158
"2047"	"Jun"	14.4	1920	6	"1920-06-15"	-18.097
"2404"	"Jul"	14.1	1920	7	"1920-07-15"	-18.067
"2761"	"Aug"	13.6	1920	8	"1920-08-15"	-18.036
"3118"	"Sep"	13	1920	9	"1920-09-15"	-18.005
"3832"	"Nov"	6.8	1920	11	"1920-11-15"	-17.944
"263"	"Jan"	7.3	1921	1	"1921-01-15"	-17.883
"620"	"Feb"	4.8	1921	2	"1921-02-15"	-17.852
"1334"	"Apr"	8	1921	4	"1921-04-15"	-17.793
"2048"	"Jun"	14.7	1921	6	"1921-06-15"	-17.732
"2405"	"Jul"	18.5	1921	7	"1921-07-15"	-17.702
"2762"	"Aug"	15.4	1921	8	"1921-08-15"	-17.671
"3119"	"Sep"	14.1	1921	9	"1921-09-15"	-17.64
"3833"	"Nov"	4.6	1921	11	"1921-11-15"	-17.579
"264"	"Jan"	3.7	1922	1	"1922-01-15"	-17.518
"621"	"Feb"	4.4	1922	2	"1922-02-15"	-17.487
"1335"	"Apr"	5.5	1922	4	"1922-04-15"	-17.428
"2049"	"Jun"	13.8	1922	6	"1922-06-15"	-17.367
"2406"	"Jul"	13.7	1922	7	"1922-07-15"	-17.337
"2763"	"Aug"	13.6	1922	8	"1922-08-15"	-17.306
"3120"	"Sep"	12.2	1922	9	"1922-09-15"	-17.275
"3834"	"Nov"	5.9	1922	11	"1922-11-15"	-17.214
"265"	"Jan"	5.6	1923	1	"1923-01-15"	-17.153
"622"	"Feb"	5.6	1923	2	"1923-02-15"	-17.122
"1336"	"Apr"	7.6	1923	4	"1923-04-15"	-17.063
"2050"	"Jun"	12.5	1923	6	"1923-06-15"	-17.002
"2407"	"Jul"	17.5	1923	7	"1923-07-15"	-16.972
"2764"	"Aug"	15.2	1923	8	"1923-08-15"	-16.941
"3121"	"Sep"	12.5	1923	9	"1923-09-15"	-16.91
"3835"	"Nov"	3.3	1923	11	"1923-11-15"	-16.849
"266"	"Jan"	4.7	1924	1	"1924-01-15"	-16.788
"623"	"Feb"	3.3	1924	2	"1924-02-15"	-16.757
"1337"	"Apr"	6.9	1924	4	"1924-04-15"	-16.697
"2051"	"Jun"	13.9	1924	6	"1924-06-15"	-16.636
"2408"	"Jul"	15.3	1924	7	"1924-07-15"	-16.606
"2765"	"Aug"	14.1	1924	8	"1924-08-15"	-16.575
"3122"	"Sep"	13.3	1924	9	"1924-09-15"	-16.544
"3836"	"Nov"	7.1	1924	11	"1924-11-15"	-16.483
"267"	"Jan"	5.3	1925	1	"1925-01-15"	-16.422
"624"	"Feb"	5.2	1925	2	"1925-02-15"	-16.391
"1338"	"Apr"	7.5	1925	4	"1925-04-15"	-16.332
"2052"	"Jun"	15	1925	6	"1925-06-15"	-16.271
"2409"	"Jul"	16.8	1925	7	"1925-07-15"	-16.241
"2766"	"Aug"	15.4	1925	8	"1925-08-15"	-16.21
"3123"	"Sep"	11.5	1925	9	"1925-09-15"	-16.179
"3837"	"Nov"	3.6	1925	11	"1925-11-15"	-16.118
"268"	"Jan"	4.6	1926	1	"1926-01-15"	-16.057
"625"	"Feb"	6.8	1926	2	"1926-02-15"	-16.026
"1339"	"Apr"	9.3	1926	4	"1926-04-15"	-15.967
"2053"	"Jun"	13.6	1926	6	"1926-06-15"	-15.906
"2410"	"Jul"	17.1	1926	7	"1926-07-15"	-15.876
"2767"	"Aug"	16.2	1926	8	"1926-08-15"	-15.845
"3124"	"Sep"	14.4	1926	9	"1926-09-15"	-15.814
"3838"	"Nov"	5.9	1926	11	"1926-11-15"	-15.753
"269"	"Jan"	4.6	1927	1	"1927-01-15"	-15.692
"626"	"Feb"	3.9	1927	2	"1927-02-15"	-15.661
"1340"	"Apr"	7.9	1927	4	"1927-04-15"	-15.602
"2054"	"Jun"	12.6	1927	6	"1927-06-15"	-15.541
"2411"	"Jul"	15.9	1927	7	"1927-07-15"	-15.511
"2768"	"Aug"	15.7	1927	8	"1927-08-15"	-15.48
"3125"	"Sep"	12.5	1927	9	"1927-09-15"	-15.449
"3839"	"Nov"	6.2	1927	11	"1927-11-15"	-15.388
"270"	"Jan"	5.2	1928	1	"1928-01-15"	-15.327
"627"	"Feb"	5.8	1928	2	"1928-02-15"	-15.296
"1341"	"Apr"	8.5	1928	4	"1928-04-15"	-15.236
"2055"	"Jun"	12.9	1928	6	"1928-06-15"	-15.175
"2412"	"Jul"	16.1	1928	7	"1928-07-15"	-15.145
"2769"	"Aug"	15.3	1928	8	"1928-08-15"	-15.114
"3126"	"Sep"	12.8	1928	9	"1928-09-15"	-15.083
"3840"	"Nov"	7.6	1928	11	"1928-11-15"	-15.022
"271"	"Jan"	1.3	1929	1	"1929-01-15"	-14.961
"628"	"Feb"	0.4	1929	2	"1929-02-15"	-14.93
"1342"	"Apr"	6.8	1929	4	"1929-04-15"	-14.871
"2056"	"Jun"	13.3	1929	6	"1929-06-15"	-14.81
"2413"	"Jul"	16	1929	7	"1929-07-15"	-14.78
"2770"	"Aug"	15.4	1929	8	"1929-08-15"	-14.749
"3127"	"Sep"	15.3	1929	9	"1929-09-15"	-14.718
"3841"	"Nov"	6.7	1929	11	"1929-11-15"	-14.657
"272"	"Jan"	5.6	1930	1	"1930-01-15"	-14.596
"629"	"Feb"	2.5	1930	2	"1930-02-15"	-14.565
"1343"	"Apr"	8.3	1930	4	"1930-04-15"	-14.506
"2057"	"Jun"	15.3	1930	6	"1930-06-15"	-14.445
"2414"	"Jul"	15.2	1930	7	"1930-07-15"	-14.415
"2771"	"Aug"	15.7	1930	8	"1930-08-15"	-14.384
"3128"	"Sep"	13.6	1930	9	"1930-09-15"	-14.353
"3842"	"Nov"	6.2	1930	11	"1930-11-15"	-14.292
"273"	"Jan"	3.2	1931	1	"1931-01-15"	-14.231
"630"	"Feb"	3.9	1931	2	"1931-02-15"	-14.2
"1344"	"Apr"	7.7	1931	4	"1931-04-15"	-14.141
"2058"	"Jun"	14.4	1931	6	"1931-06-15"	-14.08
"2415"	"Jul"	15.3	1931	7	"1931-07-15"	-14.05
"2772"	"Aug"	14.4	1931	8	"1931-08-15"	-14.019
"3129"	"Sep"	11.5	1931	9	"1931-09-15"	-13.988
"3843"	"Nov"	7.8	1931	11	"1931-11-15"	-13.927
"274"	"Jan"	6.3	1932	1	"1932-01-15"	-13.866
"631"	"Feb"	2.9	1932	2	"1932-02-15"	-13.835
"1345"	"Apr"	6.9	1932	4	"1932-04-15"	-13.775
"2059"	"Jun"	14.1	1932	6	"1932-06-15"	-13.714
"2416"	"Jul"	16.1	1932	7	"1932-07-15"	-13.684
"2773"	"Aug"	17.1	1932	8	"1932-08-15"	-13.653
"3130"	"Sep"	12.9	1932	9	"1932-09-15"	-13.622
"3844"	"Nov"	6.6	1932	11	"1932-11-15"	-13.561
"275"	"Jan"	2.2	1933	1	"1933-01-15"	-13.5
"632"	"Feb"	4.3	1933	2	"1933-02-15"	-13.469
"1346"	"Apr"	8.8	1933	4	"1933-04-15"	-13.41
"2060"	"Jun"	15.6	1933	6	"1933-06-15"	-13.349
"2417"	"Jul"	17.8	1933	7	"1933-07-15"	-13.319
"2774"	"Aug"	17.6	1933	8	"1933-08-15"	-13.288
"3131"	"Sep"	14.9	1933	9	"1933-09-15"	-13.257
"3845"	"Nov"	5.6	1933	11	"1933-11-15"	-13.196
"276"	"Jan"	4.1	1934	1	"1934-01-15"	-13.135
"633"	"Feb"	3.8	1934	2	"1934-02-15"	-13.104
"1347"	"Apr"	8	1934	4	"1934-04-15"	-13.045
"2061"	"Jun"	14.9	1934	6	"1934-06-15"	-12.984
"2418"	"Jul"	18.2	1934	7	"1934-07-15"	-12.954
"2775"	"Aug"	15.4	1934	8	"1934-08-15"	-12.923
"3132"	"Sep"	14.6	1934	9	"1934-09-15"	-12.892
"3846"	"Nov"	6.1	1934	11	"1934-11-15"	-12.831
"277"	"Jan"	4.5	1935	1	"1935-01-15"	-12.77
"634"	"Feb"	5.8	1935	2	"1935-02-15"	-12.739
"1348"	"Apr"	8.2	1935	4	"1935-04-15"	-12.68
"2062"	"Jun"	15.1	1935	6	"1935-06-15"	-12.619
"2419"	"Jul"	17.1	1935	7	"1935-07-15"	-12.589
"2776"	"Aug"	16.6	1935	8	"1935-08-15"	-12.558
"3133"	"Sep"	13.6	1935	9	"1935-09-15"	-12.527
"3847"	"Nov"	6.9	1935	11	"1935-11-15"	-12.466
"278"	"Jan"	3.7	1936	1	"1936-01-15"	-12.405
"635"	"Feb"	2.6	1936	2	"1936-02-15"	-12.374
"1349"	"Apr"	6.3	1936	4	"1936-04-15"	-12.314
"2063"	"Jun"	14.7	1936	6	"1936-06-15"	-12.253
"2420"	"Jul"	15.3	1936	7	"1936-07-15"	-12.223
"2777"	"Aug"	16.1	1936	8	"1936-08-15"	-12.192
"3134"	"Sep"	14.4	1936	9	"1936-09-15"	-12.161
"3848"	"Nov"	5.5	1936	11	"1936-11-15"	-12.1
"279"	"Jan"	5.2	1937	1	"1937-01-15"	-12.039
"636"	"Feb"	5.6	1937	2	"1937-02-15"	-12.008
"1350"	"Apr"	9.2	1937	4	"1937-04-15"	-11.949
"2064"	"Jun"	14.1	1937	6	"1937-06-15"	-11.888
"2421"	"Jul"	16.1	1937	7	"1937-07-15"	-11.858
"2778"	"Aug"	16.9	1937	8	"1937-08-15"	-11.827
"3135"	"Sep"	13.4	1937	9	"1937-09-15"	-11.796
"3849"	"Nov"	5.1	1937	11	"1937-11-15"	-11.735
"280"	"Jan"	5.7	1938	1	"1938-01-15"	-11.674
"637"	"Feb"	5.1	1938	2	"1938-02-15"	-11.643
"1351"	"Apr"	7.6	1938	4	"1938-04-15"	-11.584
"2065"	"Jun"	14.4	1938	6	"1938-06-15"	-11.523
"2422"	"Jul"	15.2	1938	7	"1938-07-15"	-11.493
"2779"	"Aug"	16.3	1938	8	"1938-08-15"	-11.462
"3136"	"Sep"	13.8	1938	9	"1938-09-15"	-11.431
"3850"	"Nov"	9.4	1938	11	"1938-11-15"	-11.37
"281"	"Jan"	4.2	1939	1	"1939-01-15"	-11.309
"638"	"Feb"	5.6	1939	2	"1939-02-15"	-11.278
"1352"	"Apr"	8.8	1939	4	"1939-04-15"	-11.219
"2066"	"Jun"	14.2	1939	6	"1939-06-15"	-11.158
"2423"	"Jul"	15.5	1939	7	"1939-07-15"	-11.128
"2780"	"Aug"	16.4	1939	8	"1939-08-15"	-11.097
"3137"	"Sep"	14.2	1939	9	"1939-09-15"	-11.066
"3851"	"Nov"	8.7	1939	11	"1939-11-15"	-11.005
"282"	"Jan"	-1.4	1940	1	"1940-01-15"	-10.944
"639"	"Feb"	2.6	1940	2	"1940-02-15"	-10.913
"1353"	"Apr"	8.7	1940	4	"1940-04-15"	-10.853
"2067"	"Jun"	16.4	1940	6	"1940-06-15"	-10.792
"2424"	"Jul"	15.1	1940	7	"1940-07-15"	-10.762
"2781"	"Aug"	15.6	1940	8	"1940-08-15"	-10.731
"3138"	"Sep"	12.8	1940	9	"1940-09-15"	-10.7
"3852"	"Nov"	6.9	1940	11	"1940-11-15"	-10.639
"283"	"Jan"	0.5	1941	1	"1941-01-15"	-10.578
"640"	"Feb"	3.5	1941	2	"1941-02-15"	-10.547
"1354"	"Apr"	6.4	1941	4	"1941-04-15"	-10.488
"2068"	"Jun"	15.1	1941	6	"1941-06-15"	-10.427
"2425"	"Jul"	17.3	1941	7	"1941-07-15"	-10.397
"2782"	"Aug"	14.7	1941	8	"1941-08-15"	-10.366
"3139"	"Sep"	14.5	1941	9	"1941-09-15"	-10.335
"3853"	"Nov"	6.6	1941	11	"1941-11-15"	-10.274
"284"	"Jan"	0.9	1942	1	"1942-01-15"	-10.213
"641"	"Feb"	0.1	1942	2	"1942-02-15"	-10.182
"1355"	"Apr"	9.2	1942	4	"1942-04-15"	-10.123
"2069"	"Jun"	14.4	1942	6	"1942-06-15"	-10.062
"2426"	"Jul"	15.5	1942	7	"1942-07-15"	-10.032
"2783"	"Aug"	16.6	1942	8	"1942-08-15"	-10.001
"3140"	"Sep"	13.6	1942	9	"1942-09-15"	-9.97
"3854"	"Nov"	4.9	1942	11	"1942-11-15"	-9.909
"285"	"Jan"	4.9	1943	1	"1943-01-15"	-9.848
"642"	"Feb"	6.1	1943	2	"1943-02-15"	-9.817
"1356"	"Apr"	10.5	1943	4	"1943-04-15"	-9.758
"2070"	"Jun"	14.4	1943	6	"1943-06-15"	-9.697
"2427"	"Jul"	16.4	1943	7	"1943-07-15"	-9.667
"2784"	"Aug"	16.1	1943	8	"1943-08-15"	-9.636
"3141"	"Sep"	13.3	1943	9	"1943-09-15"	-9.605
"3855"	"Nov"	6.3	1943	11	"1943-11-15"	-9.544
"286"	"Jan"	5.8	1944	1	"1944-01-15"	-9.483
"643"	"Feb"	3.6	1944	2	"1944-02-15"	-9.452
"1357"	"Apr"	10.2	1944	4	"1944-04-15"	-9.392
"2071"	"Jun"	13.5	1944	6	"1944-06-15"	-9.331
"2428"	"Jul"	16.5	1944	7	"1944-07-15"	-9.301
"2785"	"Aug"	17	1944	8	"1944-08-15"	-9.27
"3142"	"Sep"	12.5	1944	9	"1944-09-15"	-9.239
"3856"	"Nov"	6.2	1944	11	"1944-11-15"	-9.178
"287"	"Jan"	0.4	1945	1	"1945-01-15"	-9.117
"644"	"Feb"	7.1	1945	2	"1945-02-15"	-9.086
"1358"	"Apr"	10.1	1945	4	"1945-04-15"	-9.027
"2072"	"Jun"	14.6	1945	6	"1945-06-15"	-8.966
"2429"	"Jul"	16.7	1945	7	"1945-07-15"	-8.936
"2786"	"Aug"	15.9	1945	8	"1945-08-15"	-8.905
"3143"	"Sep"	14.4	1945	9	"1945-09-15"	-8.874
"3857"	"Nov"	7.2	1945	11	"1945-11-15"	-8.813
"288"	"Jan"	2.7	1946	1	"1946-01-15"	-8.752
"645"	"Feb"	5.9	1946	2	"1946-02-15"	-8.721
"1359"	"Apr"	9.9	1946	4	"1946-04-15"	-8.662
"2073"	"Jun"	13.1	1946	6	"1946-06-15"	-8.601
"2430"	"Jul"	16.3	1946	7	"1946-07-15"	-8.571
"2787"	"Aug"	14.7	1946	8	"1946-08-15"	-8.54
"3144"	"Sep"	14	1946	9	"1946-09-15"	-8.509
"3858"	"Nov"	8.1	1946	11	"1946-11-15"	-8.448
"289"	"Jan"	2.2	1947	1	"1947-01-15"	-8.387
"646"	"Feb"	-1.9	1947	2	"1947-02-15"	-8.356
"1360"	"Apr"	8.6	1947	4	"1947-04-15"	-8.297
"2074"	"Jun"	15.5	1947	6	"1947-06-15"	-8.236
"2431"	"Jul"	17	1947	7	"1947-07-15"	-8.206
"2788"	"Aug"	18.6	1947	8	"1947-08-15"	-8.175
"3145"	"Sep"	14.9	1947	9	"1947-09-15"	-8.144
"3859"	"Nov"	7.2	1947	11	"1947-11-15"	-8.083
"290"	"Jan"	5.4	1948	1	"1948-01-15"	-8.022
"647"	"Feb"	4.7	1948	2	"1948-02-15"	-7.991
"1361"	"Apr"	9	1948	4	"1948-04-15"	-7.931
"2075"	"Jun"	13.5	1948	6	"1948-06-15"	-7.87
"2432"	"Jul"	15.8	1948	7	"1948-07-15"	-7.84
"2789"	"Aug"	15.1	1948	8	"1948-08-15"	-7.809
"3146"	"Sep"	13.8	1948	9	"1948-09-15"	-7.778
"3860"	"Nov"	7.3	1948	11	"1948-11-15"	-7.717
"291"	"Jan"	5.5	1949	1	"1949-01-15"	-7.656
"648"	"Feb"	5.7	1949	2	"1949-02-15"	-7.625
"1362"	"Apr"	10	1949	4	"1949-04-15"	-7.566
"2076"	"Jun"	15.3	1949	6	"1949-06-15"	-7.505
"2433"	"Jul"	17.4	1949	7	"1949-07-15"	-7.475
"2790"	"Aug"	16.8	1949	8	"1949-08-15"	-7.444
"3147"	"Sep"	16.3	1949	9	"1949-09-15"	-7.413
"3861"	"Nov"	6.6	1949	11	"1949-11-15"	-7.352
"292"	"Jan"	4.2	1950	1	"1950-01-15"	-7.291
"649"	"Feb"	5.3	1950	2	"1950-02-15"	-7.26
"1363"	"Apr"	7.6	1950	4	"1950-04-15"	-7.201
"2077"	"Jun"	16.2	1950	6	"1950-06-15"	-7.14
"2434"	"Jul"	15.9	1950	7	"1950-07-15"	-7.11
"2791"	"Aug"	15.6	1950	8	"1950-08-15"	-7.079
"3148"	"Sep"	12.9	1950	9	"1950-09-15"	-7.048
"3862"	"Nov"	5.7	1950	11	"1950-11-15"	-6.987
"293"	"Jan"	3.9	1951	1	"1951-01-15"	-6.926
"650"	"Feb"	3.7	1951	2	"1951-02-15"	-6.895
"1364"	"Apr"	6.8	1951	4	"1951-04-15"	-6.836
"2078"	"Jun"	14	1951	6	"1951-06-15"	-6.775
"2435"	"Jul"	16.3	1951	7	"1951-07-15"	-6.745
"2792"	"Aug"	14.8	1951	8	"1951-08-15"	-6.714
"3149"	"Sep"	14.1	1951	9	"1951-09-15"	-6.683
"3863"	"Nov"	8.5	1951	11	"1951-11-15"	-6.622
"294"	"Jan"	2.7	1952	1	"1952-01-15"	-6.561
"651"	"Feb"	3.4	1952	2	"1952-02-15"	-6.53
"1365"	"Apr"	9.6	1952	4	"1952-04-15"	-6.47
"2079"	"Jun"	14.4	1952	6	"1952-06-15"	-6.409
"2436"	"Jul"	16.8	1952	7	"1952-07-15"	-6.379
"2793"	"Aug"	15.8	1952	8	"1952-08-15"	-6.348
"3150"	"Sep"	10.7	1952	9	"1952-09-15"	-6.317
"3864"	"Nov"	4.2	1952	11	"1952-11-15"	-6.256
"295"	"Jan"	3.3	1953	1	"1953-01-15"	-6.195
"652"	"Feb"	4.3	1953	2	"1953-02-15"	-6.164
"1366"	"Apr"	7.3	1953	4	"1953-04-15"	-6.105
"2080"	"Jun"	14.4	1953	6	"1953-06-15"	-6.044
"2437"	"Jul"	15.5	1953	7	"1953-07-15"	-6.014
"2794"	"Aug"	16.2	1953	8	"1953-08-15"	-5.983
"3151"	"Sep"	13.8	1953	9	"1953-09-15"	-5.952
"3865"	"Nov"	8.5	1953	11	"1953-11-15"	-5.891
"296"	"Jan"	2.9	1954	1	"1954-01-15"	-5.83
"653"	"Feb"	2.6	1954	2	"1954-02-15"	-5.799
"1367"	"Apr"	7.6	1954	4	"1954-04-15"	-5.74
"2081"	"Jun"	13.4	1954	6	"1954-06-15"	-5.679
"2438"	"Jul"	14.2	1954	7	"1954-07-15"	-5.649
"2795"	"Aug"	14.6	1954	8	"1954-08-15"	-5.618
"3152"	"Sep"	12.7	1954	9	"1954-09-15"	-5.587
"3866"	"Nov"	6.9	1954	11	"1954-11-15"	-5.526
"297"	"Jan"	2.6	1955	1	"1955-01-15"	-5.465
"654"	"Feb"	1.2	1955	2	"1955-02-15"	-5.434
"1368"	"Apr"	9.3	1955	4	"1955-04-15"	-5.375
"2082"	"Jun"	13.8	1955	6	"1955-06-15"	-5.314
"2439"	"Jul"	17.7	1955	7	"1955-07-15"	-5.284
"2796"	"Aug"	18.1	1955	8	"1955-08-15"	-5.253
"3153"	"Sep"	14.2	1955	9	"1955-09-15"	-5.222
"3867"	"Nov"	7	1955	11	"1955-11-15"	-5.161
"298"	"Jan"	3.6	1956	1	"1956-01-15"	-5.1
"655"	"Feb"	-0.2	1956	2	"1956-02-15"	-5.069
"1369"	"Apr"	6.9	1956	4	"1956-04-15"	-5.009
"2083"	"Jun"	13.1	1956	6	"1956-06-15"	-4.948
"2440"	"Jul"	15.8	1956	7	"1956-07-15"	-4.918
"2797"	"Aug"	13.5	1956	8	"1956-08-15"	-4.887
"3154"	"Sep"	14.3	1956	9	"1956-09-15"	-4.856
"3868"	"Nov"	6	1956	11	"1956-11-15"	-4.795
"299"	"Jan"	5.5	1957	1	"1957-01-15"	-4.734
"656"	"Feb"	5.3	1957	2	"1957-02-15"	-4.703
"1370"	"Apr"	8.9	1957	4	"1957-04-15"	-4.644
"2084"	"Jun"	15.2	1957	6	"1957-06-15"	-4.583
"2441"	"Jul"	16.3	1957	7	"1957-07-15"	-4.553
"2798"	"Aug"	15.4	1957	8	"1957-08-15"	-4.522
"3155"	"Sep"	12.5	1957	9	"1957-09-15"	-4.491
"3869"	"Nov"	6.4	1957	11	"1957-11-15"	-4.43
"300"	"Jan"	3.4	1958	1	"1958-01-15"	-4.369
"657"	"Feb"	4.7	1958	2	"1958-02-15"	-4.338
"1371"	"Apr"	7.4	1958	4	"1958-04-15"	-4.279
"2085"	"Jun"	14.1	1958	6	"1958-06-15"	-4.218
"2442"	"Jul"	15.9	1958	7	"1958-07-15"	-4.188
"2799"	"Aug"	15.8	1958	8	"1958-08-15"	-4.157
"3156"	"Sep"	15.1	1958	9	"1958-09-15"	-4.126
"3870"	"Nov"	6.4	1958	11	"1958-11-15"	-4.065
"301"	"Jan"	1.6	1959	1	"1959-01-15"	-4.004
"658"	"Feb"	4.4	1959	2	"1959-02-15"	-3.973
"1372"	"Apr"	9.4	1959	4	"1959-04-15"	-3.914
"2086"	"Jun"	15.2	1959	6	"1959-06-15"	-3.853
"2443"	"Jul"	17.3	1959	7	"1959-07-15"	-3.823
"2800"	"Aug"	17.2	1959	8	"1959-08-15"	-3.792
"3157"	"Sep"	14.9	1959	9	"1959-09-15"	-3.761
"3871"	"Nov"	7.1	1959	11	"1959-11-15"	-3.7
"302"	"Jan"	3.8	1960	1	"1960-01-15"	-3.639
"659"	"Feb"	4.1	1960	2	"1960-02-15"	-3.608
"1373"	"Apr"	8.9	1960	4	"1960-04-15"	-3.548
"2087"	"Jun"	16.1	1960	6	"1960-06-15"	-3.487
"2444"	"Jul"	15.1	1960	7	"1960-07-15"	-3.457
"2801"	"Aug"	15	1960	8	"1960-08-15"	-3.426
"3158"	"Sep"	13.1	1960	9	"1960-09-15"	-3.395
"3872"	"Nov"	7.3	1960	11	"1960-11-15"	-3.334
"303"	"Jan"	3.9	1961	1	"1961-01-15"	-3.273
"660"	"Feb"	6.9	1961	2	"1961-02-15"	-3.242
"1374"	"Apr"	10	1961	4	"1961-04-15"	-3.183
"2088"	"Jun"	14.4	1961	6	"1961-06-15"	-3.122
"2445"	"Jul"	15.2	1961	7	"1961-07-15"	-3.092
"2802"	"Aug"	15.4	1961	8	"1961-08-15"	-3.061
"3159"	"Sep"	15.2	1961	9	"1961-09-15"	-3.03
"3873"	"Nov"	6	1961	11	"1961-11-15"	-2.969
"304"	"Jan"	4.3	1962	1	"1962-01-15"	-2.908
"661"	"Feb"	4.4	1962	2	"1962-02-15"	-2.877
"1375"	"Apr"	7.7	1962	4	"1962-04-15"	-2.818
"2089"	"Jun"	13.7	1962	6	"1962-06-15"	-2.757
"2446"	"Jul"	15.1	1962	7	"1962-07-15"	-2.727
"2803"	"Aug"	14.5	1962	8	"1962-08-15"	-2.696
"3160"	"Sep"	12.6	1962	9	"1962-09-15"	-2.665
"3874"	"Nov"	5.5	1962	11	"1962-11-15"	-2.604
"305"	"Jan"	-2.1	1963	1	"1963-01-15"	-2.543
"662"	"Feb"	-0.7	1963	2	"1963-02-15"	-2.512
"1376"	"Apr"	8.7	1963	4	"1963-04-15"	-2.453
"2090"	"Jun"	14.9	1963	6	"1963-06-15"	-2.392
"2447"	"Jul"	15.2	1963	7	"1963-07-15"	-2.362
"2804"	"Aug"	14.3	1963	8	"1963-08-15"	-2.331
"3161"	"Sep"	12.9	1963	9	"1963-09-15"	-2.3
"3875"	"Nov"	8.2	1963	11	"1963-11-15"	-2.239
"306"	"Jan"	3.4	1964	1	"1964-01-15"	-2.178
"663"	"Feb"	4.5	1964	2	"1964-02-15"	-2.147
"1377"	"Apr"	8.7	1964	4	"1964-04-15"	-2.087
"2091"	"Jun"	13.8	1964	6	"1964-06-15"	-2.026
"2448"	"Jul"	16.1	1964	7	"1964-07-15"	-1.996
"2805"	"Aug"	15.5	1964	8	"1964-08-15"	-1.965
"3162"	"Sep"	14.1	1964	9	"1964-09-15"	-1.934
"3876"	"Nov"	7.4	1964	11	"1964-11-15"	-1.873
"307"	"Jan"	3.3	1965	1	"1965-01-15"	-1.812
"664"	"Feb"	3.1	1965	2	"1965-02-15"	-1.781
"1378"	"Apr"	8	1965	4	"1965-04-15"	-1.722
"2092"	"Jun"	14.7	1965	6	"1965-06-15"	-1.661
"2449"	"Jul"	14	1965	7	"1965-07-15"	-1.631
"2806"	"Aug"	14.9	1965	8	"1965-08-15"	-1.6
"3163"	"Sep"	12.3	1965	9	"1965-09-15"	-1.569
"3877"	"Nov"	4.5	1965	11	"1965-11-15"	-1.508
"308"	"Jan"	2.9	1966	1	"1966-01-15"	-1.447
"665"	"Feb"	5.7	1966	2	"1966-02-15"	-1.416
"1379"	"Apr"	7.2	1966	4	"1966-04-15"	-1.357
"2093"	"Jun"	15.4	1966	6	"1966-06-15"	-1.296
"2450"	"Jul"	15	1966	7	"1966-07-15"	-1.266
"2807"	"Aug"	14.7	1966	8	"1966-08-15"	-1.235
"3164"	"Sep"	13.8	1966	9	"1966-09-15"	-1.204
"3878"	"Nov"	5.6	1966	11	"1966-11-15"	-1.143
"309"	"Jan"	4.5	1967	1	"1967-01-15"	-1.082
"666"	"Feb"	5.4	1967	2	"1967-02-15"	-1.051
"1380"	"Apr"	7.7	1967	4	"1967-04-15"	-0.992
"2094"	"Jun"	14	1967	6	"1967-06-15"	-0.931
"2451"	"Jul"	16.7	1967	7	"1967-07-15"	-0.901
"2808"	"Aug"	15.7	1967	8	"1967-08-15"	-0.87
"3165"	"Sep"	13.5	1967	9	"1967-09-15"	-0.839
"3879"	"Nov"	5.4	1967	11	"1967-11-15"	-0.778
"310"	"Jan"	4.4	1968	1	"1968-01-15"	-0.717
"667"	"Feb"	1.9	1968	2	"1968-02-15"	-0.686
"1381"	"Apr"	8.1	1968	4	"1968-04-15"	-0.626
"2095"	"Jun"	14.8	1968	6	"1968-06-15"	-0.565
"2452"	"Jul"	15	1968	7	"1968-07-15"	-0.535
"2809"	"Aug"	15.4	1968	8	"1968-08-15"	-0.504
"3166"	"Sep"	13.9	1968	9	"1968-09-15"	-0.473
"3880"	"Nov"	6.5	1968	11	"1968-11-15"	-0.412
"311"	"Jan"	5.5	1969	1	"1969-01-15"	-0.351
"668"	"Feb"	1	1969	2	"1969-02-15"	-0.32
"1382"	"Apr"	7.4	1969	4	"1969-04-15"	-0.261
"2096"	"Jun"	13.9	1969	6	"1969-06-15"	-0.2
"2453"	"Jul"	16.8	1969	7	"1969-07-15"	-0.17
"2810"	"Aug"	16.4	1969	8	"1969-08-15"	-0.139
"3167"	"Sep"	13.9	1969	9	"1969-09-15"	-0.108
"3881"	"Nov"	5.4	1969	11	"1969-11-15"	-0.047
"312"	"Jan"	3.7	1970	1	"1970-01-15"	0.014
"669"	"Feb"	2.9	1970	2	"1970-02-15"	0.045
"1383"	"Apr"	6.7	1970	4	"1970-04-15"	0.104
"2097"	"Jun"	16.4	1970	6	"1970-06-15"	0.165
"2454"	"Jul"	15.2	1970	7	"1970-07-15"	0.195
"2811"	"Aug"	16	1970	8	"1970-08-15"	0.226
"3168"	"Sep"	14.4	1970	9	"1970-09-15"	0.257
"3882"	"Nov"	7.8	1970	11	"1970-11-15"	0.318
"313"	"Jan"	4.5	1971	1	"1971-01-15"	0.379
"670"	"Feb"	4.5	1971	2	"1971-02-15"	0.41
